,Unnamed: 0,p_GEO.id2,p_GEO.display-label,p_HC01_VC03,state,abbr,region,result,url
515,11090,2426000,"Ellicott City CDP, Maryland",71737,Maryland,MD,Ellicott,"Ellicott City, MD",https://baltimore.craigslist.org/?search_distance=6.4&postal=21041
28,10945,2404000,"Baltimore city, Maryland",619796,Maryland,MD,Baltimore,"Baltimore, MD",https://baltimore.craigslist.org/?search_distance=9.3&postal=21230
3954,10426,2220435,"Denham Springs city, Louisiana",10066,Louisiana,LA,Denham Springs,"Denham Springs, LA",https://batonrouge.craigslist.org/?search_distance=17&postal=70726
98,10344,2205000,"Baton Rouge city, Louisiana",227549,Louisiana,LA,Baton Rouge,"Baton Rouge, LA",https://batonrouge.craigslist.org/?search_distance=19.5&postal=70891
1411,10677,2262385,"Prairieville CDP, Louisiana",30536,Louisiana,LA,Prairieville,"Prairieville, LA",https://batonrouge.craigslist.org/?search_distance=4.6&postal=70769
3069,10336,2203985,"Baker city, Louisiana",13694,Louisiana,LA,Baker,"Baker, LA",https://batonrouge.craigslist.org/?search_distance=5.5&postal=70714
3817,10490,2229850,"Gonzales city, Louisiana",10558,Louisiana,LA,Gonzales,"Gonzales, LA",https://batonrouge.craigslist.org/?search_distance=5.6&postal=70707
2156,10507,2232755,"Hammond city, Louisiana",20325,Louisiana,LA,Hammond,"Hammond, LA",https://batonrouge.craigslist.org/?search_distance=6.7&postal=70401
2558,10791,2283405,"Zachary city, Louisiana",16879,Louisiana,LA,Zachary,"Zachary, LA",https://batonrouge.craigslist.org/?search_distance=7&postal=70791
801,11730,2605920,"Battle Creek city, Michigan",51505,Michigan,MI,Battle Creek,"Battle Creek, MI",https://battlecreek.craigslist.org/?search_distance=12.8&postal=49037
3745,11826,2617020,"Coldwater city, Michigan",10819,Michigan,MI,Coldwater,"Coldwater, MI",https://battlecreek.craigslist.org/?search_distance=8.5&postal=49036
237,24625,4807000,"Beaumont city, Texas",118424,Texas,TX,Beaumont,"Beaumont, TX",https://beaumont.craigslist.org/?search_distance=14.3&postal=77702
733,25757,4858820,"Port Arthur city, Texas",55177,Texas,TX,Port Arthur,"Port Arthur, TX",https://beaumont.craigslist.org/?search_distance=26.6&postal=77640
2723,25120,4831328,"Groves city, Texas",15775,Texas,TX,Groves,"Groves, TX",https://beaumont.craigslist.org/?search_distance=3.6&postal=77619
3263,25763,4858940,"Port Neches city, Texas",12840,Texas,TX,Port Neches,"Port Neches, TX",https://beaumont.craigslist.org/?search_distance=5.4&postal=77651
2514,25604,4850580,"Nederland city, Texas",17284,Texas,TX,Nederland,"Nederland, TX",https://beaumont.craigslist.org/?search_distance=6.9&postal=77627
3729,26166,4875476,"Vidor city, Texas",10862,Texas,TX,Vidor,"Vidor, TX",https://beaumont.craigslist.org/?search_distance=8.3&postal=77662
3336,25472,4845120,"Lumberton city, Texas",12449,Texas,TX,Lumberton,"Lumberton, TX",https://beaumont.craigslist.org/?search_distance=8.5&postal=77657
402,27350,5305280,"Bellingham city, Washington",85388,Washington,WA,Bellingham,"Bellingham, WA",https://bellingham.craigslist.org/?search_distance=11&postal=98226
3192,27498,5323620,"Ferndale city, Washington",13171,Washington,WA,Ferndale,"Ferndale, WA",https://bellingham.craigslist.org/?search_distance=7&postal=98248
3670,12704,2725118,"Grand Rapids city, Minnesota",11099,Minnesota,MN,Grand Rapids,"Grand Rapids, MN",https://bemidji.craigslist.org/?search_distance=14.2&postal=55744
2880,12441,2705068,"Bemidji city, Minnesota",14803,Minnesota,MN,Bemidji,"Bemidji, MN",https://bemidji.craigslist.org/?search_distance=16.2&postal=56619
1510,21401,4161200,"Redmond city, Oregon",28492,Oregon,OR,Redmond,"Redmond, OR",https://bend.craigslist.org/?search_distance=11&postal=97756
387,21159,4105800,"Bend city, Oregon",87167,Oregon,OR,Bend,"Bend, OR",https://bend.craigslist.org/?search_distance=34.4&postal=97707
589,9830,2108902,"Bowling Green city, Kentucky",64302,Kentucky,KY,Bowling Green,"Bowling Green, KY",https://bgky.craigslist.org/?search_distance=12.8&postal=42101
3373,24410,4760280,"Portland city, Tennessee",12258,Tennessee,TN,Portland,"Portland, TN",https://bgky.craigslist.org/?search_distance=8.5&postal=37148
2963,9980,2131114,"Glasgow city, Kentucky",14318,Kentucky,KY,Glasgow,"Glasgow, KY",https://bgky.craigslist.org/?search_distance=9.1&postal=42141
3594,9860,2112160,"Campbellsville city, Kentucky",11364,Kentucky,KY,Campbellsville,"Campbellsville, KY",https://bgky.craigslist.org/?search_distance=9.9&postal=42719
3322,514,174352,"Sylacauga city, Alabama",12492,Alabama,AL,Sylacauga,"Sylacauga, AL",https://bham.craigslist.org/?search_distance=10.1&postal=35151
1623,46,105980,"Bessemer city, Alabama",26697,Alabama,AL,Bessemer,"Bessemer, AL",https://bham.craigslist.org/?search_distance=13.3&postal=35023
104,48,107000,"Birmingham city, Alabama",212265,Alabama,AL,Birmingham,"Birmingham, AL",https://bham.craigslist.org/?search_distance=18.3&postal=35207
3735,168,125120,"Fairfield city, Alabama",10850,Alabama,AL,Fairfield,"Fairfield, AL",https://bham.craigslist.org/?search_distance=2&postal=35064
2071,535,176944,"Trussville city, Alabama",21145,Alabama,AL,Trussville,"Trussville, AL",https://bham.craigslist.org/?search_distance=3.9&postal=35173
3050,200,129056,"Gardendale city, Alabama",13799,Alabama,AL,Gardendale,"Gardendale, AL",https://bham.craigslist.org/?search_distance=4.5&postal=35071
3911,429,161008,"Pleasant Grove city, Alabama",10224,Alabama,AL,Pleasant Grove,"Pleasant Grove, AL",https://bham.craigslist.org/?search_distance=4.7&postal=35127
3305,355,151096,"Moody city, Alabama",12585,Alabama,AL,Moody,"Moody, AL",https://bham.craigslist.org/?search_distance=4.8&postal=35004
1313,5,100820,"Alabaster city, Alabama",32567,Alabama,AL,Alabaster,"Alabaster, AL",https://bham.craigslist.org/?search_distance=4.9&postal=35007
1912,409,158848,"Pelham city, Alabama",22941,Alabama,AL,Pelham,"Pelham, AL",https://bham.craigslist.org/?search_distance=5.2&postal=35124
3396,90,114104,"Chelsea city, Alabama",12199,Alabama,AL,Chelsea,"Chelsea, AL",https://bham.craigslist.org/?search_distance=5.6&postal=35043
3117,410,158896,"Pell City city, Alabama",13465,Alabama,AL,Pell,"Pell City, AL",https://bham.craigslist.org/?search_distance=5.9&postal=35128
3475,297,141968,"Leeds city, Alabama",11847,Alabama,AL,Leeds,"Leeds, AL",https://bham.craigslist.org/?search_distance=6.7&postal=35094
3178,73,111416,"Calera city, Alabama",13216,Alabama,AL,Calera,"Calera, AL",https://bham.craigslist.org/?search_distance=7.2&postal=35040
2434,250,134024,"Helena city, Alabama",17928,Alabama,AL,Helena,"Helena, AL",https://bham.craigslist.org/?search_distance=7.3&postal=35080
2445,29286,5669845,"Sheridan city, Wyoming",17816,Wyoming,WY,Sheridan,"Sheridan, WY",https://billings.craigslist.org/?search_distance=12.6&postal=82801
2688,17755,3664309,"Rye city, New York",16004,New York,NY,Rye,"Rye, NY",https://billings.craigslist.org/?search_distance=24&postal=59074
276,14708,3006550,"Billings city, Montana",109082,Montana,MT,Billings,"Billings, MT",https://billings.craigslist.org/?search_distance=30.1&postal=59102
3583,17153,3624526,"Endwell CDP, New York",11412,New York,NY,Endwell,"Endwell, NY",https://binghamton.craigslist.org/?search_distance=3&postal=13762
2893,17353,3638748,"Johnson City village, New York",14728,New York,NY,Johnson,"Johnson City, NY",https://binghamton.craigslist.org/?search_distance=3.8&postal=13790
3235,17152,3624515,"Endicott village, New York",12980,New York,NY,Endicott,"Endicott, NY",https://binghamton.craigslist.org/?search_distance=4.8&postal=13760
904,16922,3606607,"Binghamton city, New York",45964,New York,NY,Binghamton,"Binghamton, NY",https://binghamton.craigslist.org/?search_distance=8&postal=13903
1964,18862,3819620,"Dickinson city, North Dakota",22309,North Dakota,ND,Dickinson,"Dickinson, ND",https://bismarck.craigslist.org/?search_distance=14.6&postal=58602
2048,19006,3849900,"Mandan city, North Dakota",21472,North Dakota,ND,Mandan,"Mandan, ND",https://bismarck.craigslist.org/?search_distance=15.2&postal=58554
528,18807,3807200,"Bismarck city, North Dakota",70536,North Dakota,ND,Bismarck,"Bismarck, ND",https://bismarck.craigslist.org/?search_distance=20.5&postal=58503
2015,26828,5116608,"Christiansburg town, Virginia",21892,Virginia,VA,Christiansburg,"Christiansburg, VA",https://blacksburg.craigslist.org/?search_distance=6.1&postal=24073
2528,27020,5144280,"Laurel CDP, Virginia",17176,Virginia,VA,Laurel,"Laurel Fork, VA",https://blacksburg.craigslist.org/?search_distance=6.8&postal=24352
1902,27302,5187410,"Woodlawn CDP (Fairfax County), Virginia",23041,Virginia,VA,Woodlawn,"Woodlawn, VA",https://blacksburg.craigslist.org/?search_distance=6.8&postal=24381
2503,27160,5165392,"Radford city, Virginia",17380,Virginia,VA,Radford,"Radford, VA",https://blacksburg.craigslist.org/?search_distance=7.1&postal=24141
939,26758,5107784,"Blacksburg town, Virginia",44079,Virginia,VA,Blacksburg,"Blacksburg, VA",https://blacksburg.craigslist.org/?search_distance=9.8&postal=24062
411,7466,1805860,"Bloomington city, Indiana",83636,Indiana,IN,Bloomington,"Bloomington, IN",https://bloomington.craigslist.org/?search_distance=14.6&postal=47405
2286,7971,1868832,"Seymour city, Indiana",19225,Indiana,IN,Seymour,"Seymour, IN",https://bloomington.craigslist.org/?search_distance=6.9&postal=47274
3442,8058,1880504,"Washington city, Indiana",11999,Indiana,IN,Washington,"Washington, IN",https://bloomington.craigslist.org/?search_distance=7.4&postal=47501
3523,7778,1847448,"Martinsville city, Indiana",11647,Indiana,IN,Martinsville,"Martinsville, IN",https://bloomington.craigslist.org/?search_distance=7.6&postal=46151
3161,7456,1804114,"Bedford city, Indiana",13292,Indiana,IN,Bedford,"Bedford, IN",https://bloomington.craigslist.org/?search_distance=7.9&postal=47421
889,7538,1814734,"Columbus city, Indiana",46926,Indiana,IN,Columbus,"Columbus, IN",https://bloomington.craigslist.org/?search_distance=9.5&postal=47202
449,6166,1706613,"Bloomington city, Illinois",78426,Illinois,IL,Bloomington,"Bloomington, IL",https://bn.craigslist.org/?search_distance=10.8&postal=61710
3432,7054,1761015,"Pontiac city, Illinois",12047,Illinois,IL,Pontiac,"Pontiac, IL",https://bn.craigslist.org/?search_distance=8.5&postal=61764
367,5969,1656260,"Nampa city, Idaho",89576,Idaho,ID,Nampa,"Nampa, ID",https://boise.craigslist.org/?search_distance=16.9&postal=83653
3035,5962,1654730,"Mountain Home city, Idaho",13867,Idaho,ID,Mountain Home,"Mountain Home, ID",https://boise.craigslist.org/?search_distance=21.4&postal=83647
100,5846,1608830,"Boise City city, Idaho",220859,Idaho,ID,Boise,"Boise, ID",https://boise.craigslist.org/?search_distance=33.8&postal=83704
1858,5881,1623410,"Eagle city, Idaho",23708,Idaho,ID,Eagle,"Eagle, ID",https://boise.craigslist.org/?search_distance=7.8&postal=83616
356,5954,1652120,"Meridian city, Idaho",91917,Idaho,ID,Meridian,"Meridian, ID",https://boise.craigslist.org/?search_distance=7.9&postal=83642
2475,5937,1644290,"Kuna city, Idaho",17590,Idaho,ID,Kuna,"Kuna, ID",https://boise.craigslist.org/?search_distance=8.7&postal=83634
3701,21377,4154900,"Ontario city, Oregon",10972,Oregon,OR,Ontario,"Ontario, OR",https://boise.craigslist.org/?search_distance=8.8&postal=97914
798,5852,1612250,"Caldwell city, Idaho",51634,Idaho,ID,Caldwell,"Caldwell, ID",https://boise.craigslist.org/?search_distance=9.4&postal=83607
2371,18104,3707080,"Boone town, North Carolina",18493,North Carolina,NC,Boone,"Boone, NC",https://boone.craigslist.org/?search_distance=6.8&postal=28607
373,11573,2545560,"Newton city, Massachusetts",88479,Massachusetts,MA,Newton,"Newton, MA",https://boston.craigslist.org/?search_distance=1.1&postal=02458
1231,11660,2573440,"Watertown Town city, Massachusetts",34553,Massachusetts,MA,Watertown Town,no result,https://boston.craigslist.org/?search_distance=1.5&postal=02472
1666,11457,2505105,"Belmont CDP, Massachusetts",25965,Massachusetts,MA,Belmont,"Belmont, MA",https://boston.craigslist.org/?search_distance=1.7&postal=02478
1065,11474,2513205,"Chelsea city, Massachusetts",39272,Massachusetts,MA,Chelsea,"Chelsea, MA",https://boston.craigslist.org/?search_distance=1.8&postal=02150
2914,11645,2568680,"Swampscott CDP, Massachusetts",14563,Massachusetts,MA,Swampscott,"Swampscott, MA",https://boston.craigslist.org/?search_distance=1.9&postal=01907
632,11545,2537875,"Malden city, Massachusetts",61212,Massachusetts,MA,Malden,"Malden, MA",https://boston.craigslist.org/?search_distance=1.9&postal=02148
915,11499,2521990,"Everett city, Massachusetts",45212,Massachusetts,MA,Everett,"Everett, MA",https://boston.craigslist.org/?search_distance=1.9&postal=02149
520,11506,2524960,"Framingham CDP, Massachusetts",71232,Massachusetts,MA,Framingham,"Framingham, MA",https://boston.craigslist.org/?search_distance=10.1&postal=01703
436,11631,2562535,"Somerville city, Massachusetts",79983,Massachusetts,MA,Somerville,"Somerville, MA",https://boston.craigslist.org/?search_distance=2&postal=02143
699,11556,2539835,"Medford city, Massachusetts",57700,Massachusetts,MA,Medford,"Medford, MA",https://boston.craigslist.org/?search_distance=2&postal=02153
919,11448,2501640,"Arlington CDP, Massachusetts",44992,Massachusetts,MA,Arlington,"Arlington, MA",https://boston.craigslist.org/?search_distance=2&postal=02474
1949,11681,2580545,"Winchester CDP, Massachusetts",22579,Massachusetts,MA,Winchester,"Winchester, MA",https://boston.craigslist.org/?search_distance=2.1&postal=01890
1536,11557,2540115,"Melrose city, Massachusetts",28132,Massachusetts,MA,Melrose,"Melrose, MA",https://boston.craigslist.org/?search_distance=2.1&postal=02176
1484,11662,2574210,"Wellesley CDP, Massachusetts",29004,Massachusetts,MA,Wellesley,"Wellesley Hills, MA",https://boston.craigslist.org/?search_distance=2.1&postal=02481
1000,11458,2505595,"Beverly city, Massachusetts",41431,Massachusetts,MA,Beverly,"Beverly, MA",https://boston.craigslist.org/?search_distance=2.2&postal=01915
2147,11547,2538435,"Marblehead CDP, Massachusetts",20393,Massachusetts,MA,Marblehead,"Marblehead, MA",https://boston.craigslist.org/?search_distance=2.2&postal=01945
1141,11464,2507740,"Braintree Town city, Massachusetts",37082,Massachusetts,MA,Braintree Town,no result,https://boston.craigslist.org/?search_distance=2.2&postal=02184
668,11469,2509210,"Brookline CDP, Massachusetts",59246,Massachusetts,MA,Brookline,"Brookline, MA",https://boston.craigslist.org/?search_distance=2.2&postal=02446
754,11612,2556585,"Revere city, Massachusetts",53864,Massachusetts,MA,Revere,"Revere, MA",https://boston.craigslist.org/?search_distance=2.3&postal=02151
2006,11643,2567700,"Stoneham CDP, Massachusetts",21967,Massachusetts,MA,Stoneham,"Stoneham, MA",https://boston.craigslist.org/?search_distance=2.4&postal=02180
1682,11611,2556165,"Reading CDP, Massachusetts",25769,Massachusetts,MA,Reading,"Reading, MA",https://boston.craigslist.org/?search_distance=2.5&postal=01867
1477,11590,2550285,"Norwood CDP, Massachusetts",29121,Massachusetts,MA,Norwood,"Norwood, MA",https://boston.craigslist.org/?search_distance=2.5&postal=02062
1544,11621,2560050,"Saugus CDP, Massachusetts",28037,Massachusetts,MA,Saugus,"Saugus, MA",https://boston.craigslist.org/?search_distance=2.7&postal=01906
957,11618,2559105,"Salem city, Massachusetts",43146,Massachusetts,MA,Salem,"Salem, MA",https://boston.craigslist.org/?search_distance=2.7&postal=01970
3690,11522,2530420,"Holbrook CDP, Massachusetts",11029,Massachusetts,MA,Holbrook,"Holbrook, MA",https://boston.craigslist.org/?search_distance=2.7&postal=02343
1570,11481,2516285,"Danvers CDP, Massachusetts",27527,Massachusetts,MA,Danvers,"Danvers, MA",https://boston.craigslist.org/?search_distance=2.8&postal=01923
3862,11529,2531680,"Hull CDP, Massachusetts",10402,Massachusetts,MA,Hull,"Hull, MA",https://boston.craigslist.org/?search_distance=2.8&postal=02045
3815,11554,2539660,"Maynard CDP, Massachusetts",10560,Massachusetts,MA,Maynard,"Maynard, MA",https://boston.craigslist.org/?search_distance=2.9&postal=01754
1056,11683,2581035,"Woburn city, Massachusetts",39500,Massachusetts,MA,Woburn,"Woburn, MA",https://boston.craigslist.org/?search_distance=2.9&postal=01813
1615,11654,2572250,"Wakefield CDP, Massachusetts",26823,Massachusetts,MA,Wakefield,"Wakefield, MA",https://boston.craigslist.org/?search_distance=3&postal=01880
774,11598,2552490,"Peabody city, Massachusetts",52610,Massachusetts,MA,Peabody,"Peabody, MA",https://boston.craigslist.org/?search_distance=3&postal=01960
3279,11543,2537595,"Lynnfield CDP, Massachusetts",12732,Massachusetts,MA,Lynnfield,"Lynnfield, MA",https://boston.craigslist.org/?search_distance=3.1&postal=01940
265,11472,2511000,"Cambridge city, Massachusetts",110893,Massachusetts,MA,Cambridge,"Cambridge, MA",https://boston.craigslist.org/?search_distance=3.2&postal=02140
1264,11609,2555990,"Randolph CDP, Massachusetts",33704,Massachusetts,MA,Randolph,"Randolph, MA",https://boston.craigslist.org/?search_distance=3.2&postal=02368
1867,11679,2580195,"Wilmington CDP, Massachusetts",23538,Massachusetts,MA,Wilmington,"Wilmington, MA",https://boston.craigslist.org/?search_distance=3.3&postal=01887
1289,11537,2535250,"Lexington CDP, Massachusetts",33339,Massachusetts,MA,Lexington,"Lexington, MA",https://boston.craigslist.org/?search_distance=3.3&postal=02420
1418,11569,2544140,"Needham CDP, Massachusetts",30429,Massachusetts,MA,Needham,"Needham, MA",https://boston.craigslist.org/?search_distance=3.3&postal=02494
441,11533,2534550,"Lawrence city, Massachusetts",79497,Massachusetts,MA,Lawrence,"Lawrence, MA",https://boston.craigslist.org/?search_distance=3.4&postal=01840
350,11542,2537490,"Lynn city, Massachusetts",93069,Massachusetts,MA,Lynn,"Lynn, MA",https://boston.craigslist.org/?search_distance=3.4&postal=01910
2438,11571,2545245,"Newburyport city, Massachusetts",17890,Massachusetts,MA,Newburyport,"Newburyport, MA",https://boston.craigslist.org/?search_distance=3.5&postal=01950
334,11467,2509000,"Brockton city, Massachusetts",95161,Massachusetts,MA,Brockton,"Brockton, MA",https://boston.craigslist.org/?search_distance=3.6&postal=02301
612,11656,2572600,"Waltham city, Massachusetts",62832,Massachusetts,MA,Waltham,"Waltham, MA",https://boston.craigslist.org/?search_distance=3.8&postal=02451
