,p_GEO.id2,p_GEO.display-label,p_HC01_VC03
18077,3704840,"Belmont city, North Carolina",11373
16254,3462910,"Ridgefield borough, New Jersey",11369
9860,2112160,"Campbellsville city, Kentucky",11364
11904,2627760,"Fenton city, Michigan",11364
21973,4223584,"Emmaus borough, Pennsylvania",11360
27805,5363210,"Sedro-Woolley city, Washington",11360
228,132272,"Gulf Shores city, Alabama",11358
5383,1347196,"Loganville city, Georgia",11355
4717,1251825,"Orange City city, Florida",11348
27695,5348645,"Newcastle city, Washington",11346
10237,2171688,"Somerset city, Kentucky",11334
16028,3426820,"Gloucester City city, New Jersey",11333
12148,2657760,"Niles city, Michigan",11332
16194,3454360,"Ocean City city, New Jersey",11328
24565,4803300,"Anna city, Texas",11318
18021,3683294,"Wyandanch CDP, New York",11315
15803,3343140,"Londonderry CDP, New Hampshire",11313
22518,4251384,"Mountain Top CDP, Pennsylvania",11311
3357,682667,"View Park-Windsor Hills CDP, California",11308
5928,1641320,"Jerome city, Idaho",11306
29042,5581325,"Two Rivers city, Wisconsin",11305
24021,4660020,"Spearfish city, South Dakota",11300
2978,656938,"Piedmont city, California",11296
22541,4252320,"Munhall borough, Pennsylvania",11296
1465,510720,"Camden city, Arkansas",11289
24184,4718540,"Crossville city, Tennessee",11284
29067,5584425,"Waupun city, Wisconsin",11277
4121,1067310,"Smyrna town, Delaware",11276
9514,2046000,"Merriam city, Kansas",11259
25873,4863020,"Roma city, Texas",11255
12004,2640860,"Ionia city, Michigan",11253
12913,2741696,"Mendota Heights city, Minnesota",11253
3606,827810,"Fort Morgan city, Colorado",11251
22916,4270256,"Shiloh CDP, Pennsylvania",11247
16371,3480270,"Westwood borough, New Jersey",11246
22244,4237955,"Jefferson Hills borough, Pennsylvania",11244
4968,1274512,"Villas CDP, Florida",11242
3217,672688,"Soquel CDP, California",11241
4567,1239375,"Lantana town, Florida",11240
11955,2635540,"Grosse Pointe Park city, Michigan",11240
10478,2228275,"Gardere CDP, Louisiana",11229
13753,2907966,"Branson city, Missouri",11228
7097,1764304,"River Forest village, Illinois",11215
23290,4450140,"Newport East CDP, Rhode Island",11211
1614,531190,"Helena-West Helena city, Arkansas",11210
15143,3108640,"Chalco CDP, Nebraska",11209
16032,3427995,"Greentree CDP, New Jersey",11209
16234,3460090,"Pompton Lakes borough, New Jersey",11205
17376,3640530,"Lake Grove village, New York",11205
20199,3974104,"Springdale city, Ohio",11203
27597,5337567,"Lake Morton-Berrydale CDP, Washington",11201
8098,1886084,"Yorktown town, Indiana",11200
5727,1528400,"Kaneohe Station CDP, Hawaii",11198
15879,3404180,"Beachwood borough, New Jersey",11193
19783,3946088,"Mack CDP, Ohio",11192
13643,2881520,"Yazoo City city, Mississippi",11189
15979,3419900,"Echelon CDP, New Jersey",11185
25396,4842388,"Leon Valley city, Texas",11183
27049,5148520,"Madison Heights CDP, Virginia",11180
1007,412840,"Chino Valley town, Arizona",11155
4816,1260225,"Richmond Heights CDP, Florida",11155
26594,4985370,"Woods Cross city, Utah",11152
13367,2819180,"D'Iberville city, Mississippi",11150
14630,2978118,"Webb City city, Missouri",11148
17094,3620698,"Dobbs Ferry village, New York",11141
8474,1933060,"Grimes city, Iowa",11139
8958,1974280,"Spencer city, Iowa",11132
26187,4876948,"Webster city, Texas",11128
17610,3654837,"Oneida city, New York",11120
10788,2283002,"Woodmere CDP, Louisiana",11114
25892,4863668,"Royse City city, Texas",11114
29278,5666220,"Riverton city, Wyoming",11113
27528,5327925,"Grandview city, Washington",11112
5724,1525400,"Kalaoa CDP, Hawaii",11107
24509,4780200,"White House city, Tennessee",11107
15657,3226500,"Gardnerville Ranchos CDP, Nevada",11103
25061,4827996,"Galena Park city, Texas",11103
24723,4811368,"Burkburnett city, Texas",11100
12704,2725118,"Grand Rapids city, Minnesota",11099
4348,1221750,"Fairview Shores CDP, Florida",11096
5193,1321017,"Cusseta-Chattahoochee County unified government, Georgia",11096
27038,5147296,"Lowes Island CDP, Virginia",11094
19612,3933838,"Harrison city, Ohio",11093
987,409690,"Camp Verde town, Arizona",11091
10059,2144146,"Lawrenceburg city, Kentucky",11087
25822,4860836,"Raymondville city, Texas",11087
24348,4749060,"Millington city, Tennessee",11073
19416,3918868,"Coshocton city, Ohio",11062
3195,671806,"Sierra Madre city, California",11061
25045,4827348,"Fredericksburg city, Texas",11046
2137,610928,"Canyon Lake city, California",11043
11156,2436125,"Halfway CDP, Maryland",11043
4586,1240450,"Lighthouse Point city, Florida",11042
14586,2974626,"Union city, Missouri",11041
18684,3766700,"Tarboro town, North Carolina",11038
955,403530,"Arizona City CDP, Arizona",11030
14574,2973618,"Town and Country city, Missouri",11030
19666,3937464,"Ironton city, Ohio",11030
11522,2530420,"Holbrook CDP, Massachusetts",11029
7264,1774574,"Taylorville city, Illinois",11027
11409,2479900,"Urbana CDP, Maryland",11022
3215,672646,"Sonoma city, California",11014
19453,3921742,"Dent CDP, Ohio",11012
28737,5544950,"Little Chute village, Wisconsin",11006
10428,2220610,"DeRidder city, Louisiana",10995
17513,3648890,"Mount Kisco village, New York",10994
17870,3671894,"Suffern village, New York",10984
20676,4031700,"Guthrie city, Oklahoma",10984
4965,1274368,"Viera East CDP, Florida",10975
21377,4154900,"Ontario city, Oregon",10972
10980,2410150,"Brock Hall CDP, Maryland",10965
6334,1717497,"Crestwood village, Illinois",10959
18674,3765580,"Summerfield town, North Carolina",10957
11980,2638180,"Highland Park city, Michigan",10955
16015,3424990,"Franklin Lakes borough, New Jersey",10953
2872,651140,"Newman city, California",10951
20280,3979562,"Van Wert city, Ohio",10946
16115,3440680,"Little Ferry borough, New Jersey",10942
2443,628182,"Garden Acres CDP, California",10931
11943,2633340,"Grand Haven city, Michigan",10929
18377,3735880,"Kings Mountain city, North Carolina",10929
24595,4805180,"Bacliff CDP, Texas",10925
11250,2452975,"Mitchellville CDP, Maryland",10924
3092,663050,"Rossmoor CDP, California",10920
21208,4117800,"Damascus city, Oregon",10909
10430,2220820,"Destrehan CDP, Louisiana",10906
13636,2879120,"West Point city, Mississippi",10903
24169,4716300,"Collegedale city, Tennessee",10902
5184,1319616,"Cordele city, Georgia",10901
27053,5148996,"Manchester CDP, Virginia",10895
19303,3909246,"Brooklyn city, Ohio",10891
10374,2210075,"Broussard city, Louisiana",10888
5475,1359080,"Panthersville CDP, Georgia",10883
21691,4209248,"Broomall CDP, Pennsylvania",10883
28584,5526982,"Fox Crossing village, Wisconsin",10879
17057,3618256,"Corning city, New York",10870
26292,4906810,"Bluffdale city, Utah",10869
26166,4875476,"Vidor city, Texas",10862
12300,2676960,"Sturgis city, Michigan",10861
1277,466470,"Show Low city, Arizona",10860
3276,677805,"Tamalpais-Homestead Valley CDP, California",10853
11216,2447125,"Linthicum CDP, Maryland",10852
17602,3654485,"Ogdensburg city, New York",10851
168,125120,"Fairfield city, Alabama",10850
11347,2468300,"Rosaryville CDP, Maryland",10844
10933,2401635,"Annapolis Neck CDP, Maryland",10841
17458,3646019,"Massena village, New York",10839
26529,4969640,"Smithfield city, Utah",10832
1704,543610,"Malvern city, Arkansas",10830
16333,3473140,"Totowa borough, New Jersey",10829
19524,3927776,"Forestville CDP, Ohio",10829
4112,1056500,"Pike Creek Valley CDP, Delaware",10823
4250,1211912,"Cheval CDP, Florida",10821
11826,2617020,"Coldwater city, Michigan",10819
19479,3923730,"East Liverpool city, Ohio",10817
5327,1339524,"Holly Springs city, Georgia",10809
24332,4746240,"Martin city, Tennessee",10797
23148,4281824,"Waynesboro borough, Pennsylvania",10793
18013,3682750,"Woodbury village, New York",10791
17574,3653198,"North Lindenhurst CDP, New York",10788
6217,1709980,"Burr Ridge village, Illinois",10783
7413,1783518,"Worth village, Illinois",10780
4669,1247700,"Naranja CDP, Florida",10776
26163,4875308,"Vernon city, Texas",10765
15915,3408455,"Browns Mills CDP, New Jersey",10763
29018,5578750,"Sussex village, Wisconsin",10763
6484,1727442,"Fox Lake village, Illinois",10762
26428,4945090,"Lindon city, Utah",10761
4803,1258727,"Port Salerno CDP, Florida",10760
19954,3956280,"Northbrook CDP, Ohio",10760
4639,1245175,"Miami Shores village, Florida",10756
15775,3319620,"Durham CDP, New Hampshire",10753
13706,2904222,"Bellefontaine Neighbors city, Missouri",10751
25243,4837156,"Jacinto City city, Texas",10748
12135,2656360,"Muskegon Heights city, Michigan",10743
26068,4871540,"Sweetwater city, Texas",10740
26523,4967770,"Santaquin city, Utah",10740
2388,623616,"Farmersville city, California",10738
8975,1975630,"Storm Lake city, Iowa",10738
28764,5549300,"Marinette city, Wisconsin",10729
9137,2002900,"Atchison city, Kansas",10727
21854,4218152,"Darby borough, Pennsylvania",10710
4951,1273075,"Union Park CDP, Florida",10707
17196,3627419,"Fredonia village, New York",10695
2658,640410,"La Riviera CDP, California",10693
28802,5553750,"Monroe city, Wisconsin",10688
24050,4666700,"Vermillion city, South Dakota",10687
1089,428140,"Gold Canyon CDP, Arizona",10684
2996,657540,"Placerville city, California",10681
13530,2856800,"Petal city, Mississippi",10669
1403,501870,"Arkadelphia city, Arkansas",10664
19241,3904920,"Bedford Heights city, Ohio",10662
10753,2275740,"Timberlane CDP, Louisiana",10655
13745,2906976,"Bolivar city, Missouri",10654
26916,5128688,"Forest CDP, Virginia",10653
28439,5511200,"Burlington city, Wisconsin",10652
4428,1228050,"Gulf Gate Estates CDP, Florida",10650
26566,4980090,"Vernal city, Utah",10650
4101,1047420,"Milford city, Delaware",10645
16304,3468430,"Somers Point city, New Jersey",10644
10343,2204685,"Bastrop city, Louisiana",10643
22310,4241440,"Lansdowne borough, Pennsylvania",10641
4649,1245900,"Minneola city, Florida",10634
5008,1276700,"West Perrine CDP, Florida",10634
8423,1928605,"Fort Madison city, Iowa",10634
3120,666004,"San Diego Country Estates CDP, California",10633
3514,812387,"Castle Pines city, Colorado",10623
2272,618352,"Del Aire CDP, California",10614
24308,4741340,"Lawrenceburg city, Tennessee",10614
2624,639444,"Lake Arrowhead CDP, California",10612
18489,3745840,"Myrtle Grove CDP, North Carolina",10610
5632,1379388,"Vidalia city, Georgia",10603
28262,5471212,"St. Albans city, West Virginia",10600
6784,1745434,"Lyons village, Illinois",10599
19868,3951716,"Montgomery city, Ohio",10587
4857,1264400,"Satellite Beach city, Florida",10585
21421,4165250,"Sandy city, Oregon",10581
18410,3738320,"Lincolnton city, North Carolina",10574
24444,4767200,"Seymour CDP, Tennessee",10574
7162,1767769,"Sauk Village village, Illinois",10572
7121,1765611,"Roscoe village, Illinois",10571
1417,504030,"Batesville city, Arkansas",10568
2842,649362,"Morro Bay city, California",10568
11554,2539660,"Maynard CDP, Massachusetts",10560
11900,2627380,"Farmington city, Michigan",10560
10490,2229850,"Gonzales city, Louisiana",10558
13940,2922834,"Eureka city, Missouri",10554
11399,2478050,"Timonium CDP, Maryland",10548
28308,5483500,"Vienna city, West Virginia",10547
19622,3934748,"Heath city, Ohio",10542
2901,652760,"Oak Hills CDP, California",10541
2340,621292,"East Whittier CDP, California",10540
20283,3979716,"Vermilion city, Ohio",10538
469,167608,"Saks CDP, Alabama",10535
4948,1272442,"Trinity CDP, Florida",10529
13532,2857160,"Picayune city, Mississippi",10528
2378,623126,"Exeter city, California",10520
16063,3431920,"Hillsdale borough, New Jersey",10520
16222,3458770,"Pine Hill borough, New Jersey",10517
12450,2705752,"Big Lake city, Minnesota",10516
899,275077,"Tanaina CDP, Alaska",10512
11042,2419825,"Coral Hills CDP, Maryland",10512
11202,2445550,"Lanham CDP, Maryland",10511
15901,3406790,"Bound Brook borough, New Jersey",10510
5728,1528850,"Kapaa CDP, Hawaii",10505
19331,3910996,"Cambridge city, Ohio",10491
8560,1940845,"Keokuk city, Iowa",10484
24490,4775940,"Union City city, Tennessee",10479
4862,1264875,"Sebring city, Florida",10469
10532,2238145,"Jefferson CDP, Louisiana",10469
23416,4526305,"Forest Acres city, South Carolina",10466
16110,3440290,"Lincoln Park borough, New Jersey",10464
26848,5119560,"Countryside CDP, Virginia",10458
20089,3966894,"Richmond Heights city, Ohio",10456
6118,1703844,"Barrington village, Illinois",10455
23251,4286880,"Wyomissing borough, Pennsylvania",10452
5222,1323536,"Doraville city, Georgia",10442
16130,3443620,"Manville borough, New Jersey",10436
12102,2652940,"Melvindale city, Michigan",10432
21805,4215384,"Columbia borough, Pennsylvania",10430
24331,4745500,"Manchester city, Tennessee",10430
16344,3475620,"Ventnor City city, New Jersey",10429
10992,2411750,"Burtonsville CDP, Maryland",10428
7647,1829358,"Greencastle city, Indiana",10426
11753,2608160,"Beverly Hills village, Michigan",10424
27362,5307390,"Bothell East CDP, Washington",10424
11755,2608300,"Big Rapids city, Michigan",10413
29216,5640120,"Jackson town, Wyoming",10413
11197,2444817,"Lake Arbor CDP, Maryland",10410
17479,3646976,"Middle Island CDP, New York",10405
11529,2531680,"Hull CDP, Massachusetts",10402
16974,3612144,"Canandaigua city, New York",10402
11231,2450685,"Marlboro Village CDP, Maryland",10398
4395,1225655,"Gateway CDP, Florida",10388
18734,3771680,"Weddington town, North Carolina",10388
4451,1230225,"Highland City CDP, Florida",10386
21084,4078500,"Warr Acres city, Oklahoma",10385
11787,2612320,"Cadillac city, Michigan",10375
23554,4551720,"Oak Grove CDP, South Carolina",10373
20217,3975126,"Struthers city, Ohio",10372
16133,3444100,"Marlton CDP, New Jersey",10358
17979,3680203,"West Haverstraw village, New York",10353
25016,4825572,"Fate city, Texas",10339
5850,1611260,"Burley city, Idaho",10336
27304,5187960,"Wyndham CDP, Virginia",10334
7409,1783271,"Wood River city, Illinois",10326
10683,2263155,"Raceland CDP, Louisiana",10322
12857,2737502,"Little Canada city, Minnesota",10321
28898,5564100,"Portage city, Wisconsin",10321
24633,4807408,"Bellmead city, Texas",10315
25748,4858280,"Pleasanton city, Texas",10309
10458,2224565,"Eunice city, Louisiana",10305
17338,3637583,"Inwood CDP, New York",10304
1247,461940,"Saddlebrooke CDP, Arizona",10300
19354,3912868,"Celina city, Ohio",10300
22545,4252584,"Nanticoke city, Pennsylvania",10296
11832,2617700,"Comstock Park CDP, Michigan",10292
4733,1253875,"Palatka city, Florida",10291
20079,3965732,"Reading city, Ohio",10277
21364,4152450,"Newport city, Oregon",10274
15759,3305140,"Berlin city, New Hampshire",10273
8048,1879370,"Wabash city, Indiana",10272
17240,3630169,"Great Neck village, New York",10272
14136,2938306,"Kennett city, Missouri",10271
26306,4911440,"Cedar Hills city, Utah",10266
5346,1341988,"Jefferson city, Georgia",10259
26583,4983390,"West Point city, Utah",10258
23540,4549570,"Newberry city, South Carolina",10257
19907,3953970,"New Albany city, Ohio",10253
12642,2720330,"Fairmont city, Minnesota",10251
12403,2702026,"Arden Hills city, Minnesota",10250
1270,465350,"Sedona city, Arizona",10246
8814,1962040,"Pella city, Iowa",10243
16089,3437110,"Kinnelon borough, New Jersey",10242
12978,2746798,"North Branch city, Minnesota",10241
25867,4862804,"Rockport city, Texas",10238
7098,1764343,"River Grove village, Illinois",10232
21622,4205888,"Berwick borough, Pennsylvania",10231
17917,3676661,"Valley Cottage CDP, New York",10230
429,161008,"Pleasant Grove city, Alabama",10224
2385,623350,"Fairview CDP, California",10222
5553,1369392,"Scottdale CDP, Georgia",10217
7295,1776199,"Troy city, Illinois",10208
17387,3641135,"Lancaster village, New York",10207
7345,1779150,"Waterloo city, Illinois",10202
17956,3678674,"Watervliet city, New York",10201
11119,2430575,"Friendly CDP, Maryland",10200
18479,3744800,"Mount Airy city, North Carolina",10198
26269,4900540,"Alpine city, Utah",10197
5757,1547300,"Maili CDP, Hawaii",10190
17821,3667638,"Sleepy Hollow village, New York",10190
6312,1715833,"Columbia city, Illinois",10188
25033,4826664,"Fort Bliss CDP, Texas",10188
8767,1957675,"Norwalk city, Iowa",10179
1967,602042,"Anderson city, California",10176
3076,662490,"Rodeo CDP, California",10174
